item,designacion,cantidad,modulo,tipo,material_o_norma,plano,tolerancia_general,ajustes,soldadura,encajes,acabado
240,"Perno hex 3/8-16 × 20.85 · Ménsula jack inf -Y X115.75 Z100",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
241,"Perno hex 3/8-16 × 20.85 · Ménsula jack inf -Y X115.75 Z118",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
242,"Perno hex 3/8-16 × 20.85 · Ménsula jack inf -Y X347.25 Z100",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
243,"Perno hex 3/8-16 × 20.85 · Ménsula jack inf -Y X347.25 Z118",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
244,"Perno hex 3/8-16 × 20.85 · Ménsula jack inf +Y X115.75 Z100",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
245,"Perno hex 3/8-16 × 20.85 · Ménsula jack inf +Y X115.75 Z118",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
246,"Perno hex 3/8-16 × 20.85 · Ménsula jack inf +Y X347.25 Z100",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
247,"Perno hex 3/8-16 × 20.85 · Ménsula jack inf +Y X347.25 Z118",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
248,"Perno hex 3/8-16 × 20.85 · Ménsula jack sup -Y X145.75",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
249,"Perno hex 3/8-16 × 20.85 · Ménsula jack sup -Y X317.25",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
250,"Perno hex 3/8-16 × 20.85 · Ménsula jack sup -Y X377.25",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
251,"Perno hex 3/8-16 × 20.85 · Ménsula jack sup -Y X85.75",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
252,"Perno hex 3/8-16 × 20.85 · Ménsula jack sup +Y X145.75",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
253,"Perno hex 3/8-16 × 20.85 · Ménsula jack sup +Y X317.25",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
254,"Perno hex 3/8-16 × 20.85 · Ménsula jack sup +Y X377.25",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
255,"Perno hex 3/8-16 × 20.85 · Ménsula jack sup +Y X85.75",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
256,"Perno hex 3/8-16 × 20.85 · Side channel -Y X231.5",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
257,"Perno hex 3/8-16 × 20.85 · Side channel -Y X403",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
258,"Perno hex 3/8-16 × 20.85 · Side channel -Y X60",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
259,"Perno hex 3/8-16 × 20.85 · Side channel +Y X231.5",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
260,"Perno hex 3/8-16 × 20.85 · Side channel +Y X403",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
261,"Perno hex 3/8-16 × 20.85 · Side channel +Y X60",1,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
262,"Perno hex 3/8-16 × 22.19 · Guarda Y-150 Z196",1,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
263,"Perno hex 3/8-16 × 22.19 · Guarda Y-150 Z284",1,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
264,"Perno hex 3/8-16 × 22.19 · Guarda Y150 Z196",1,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
265,"Perno hex 3/8-16 × 22.19 · Guarda Y150 Z284",1,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
266,"Perno hex 3/8-16 × 25.06 · Spacer plate libre Y-170",1,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
267,"Perno hex 3/8-16 × 25.06 · Spacer plate libre Y-55",1,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
268,"Perno hex 3/8-16 × 25.06 · Spacer plate libre Y170",1,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
269,"Perno hex 3/8-16 × 25.06 · Spacer plate libre Y55",1,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
270,"Perno hex 3/8-16 × 25.06 · Spacer plate motriz Y-170",1,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
271,"Perno hex 3/8-16 × 25.06 · Spacer plate motriz Y-55",1,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
272,"Perno hex 3/8-16 × 25.06 · Spacer plate motriz Y170",1,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
273,"Perno hex 3/8-16 × 25.06 · Spacer plate motriz Y55",1,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
274,"Perno hex 3/8-16 × 3/4"" placa↔cartela del larguero",4,MÓVIL,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
275,"Perno hex 3/8-16 × 6"" jack bolt",4,FIJO,COMPRADA,"ASME B18.2.1 — tornillo de cabeza hexagonal 3/8-16 UNC-2A, rosca total (FT)",—,"SAE J429 grado 5 (carga de prueba 85 ksi)","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
276,"Perno hex M12 × 25 fijación del cilindro",4,FIJO,COMPRADA,"ISO 4017 (DIN 933) — tornillo de cabeza hexagonal M12, rosca total",—,"clase de resistencia 8.8 (ISO 898-1)","—","—","—","zincado electrolítico ISO 4042"
277,"Perno hex M8 × 20 brida motorreductor IEC B14 C120",4,MÓVIL,COMPRADA,"ISO 4017 (DIN 933) — tornillo de cabeza hexagonal M8, rosca total",—,"clase de resistencia 8.8 (ISO 898-1)","—","—","—","zincado electrolítico ISO 4042"
278,"Rodamiento 608-2RS (línea 1, Y=-190.5, libre)",1,MÓVIL,COMPRADA,"ISO 15 / DIN 625-1 — rodamiento rígido de bolas 608-2RS (8 × 22 × 7)",—,"clase de tolerancia normal (ISO 492 P0); 2RS = dos tapas de goma","—","—","—","—"
279,"Rodamiento 608-2RS (línea 1, Y=-190.5, motriz)",1,MÓVIL,COMPRADA,"ISO 15 / DIN 625-1 — rodamiento rígido de bolas 608-2RS (8 × 22 × 7)",—,"clase de tolerancia normal (ISO 492 P0); 2RS = dos tapas de goma","—","—","—","—"
280,"Rodamiento 608-2RS (línea 2, Y=-114.3, libre)",1,MÓVIL,COMPRADA,"ISO 15 / DIN 625-1 — rodamiento rígido de bolas 608-2RS (8 × 22 × 7)",—,"clase de tolerancia normal (ISO 492 P0); 2RS = dos tapas de goma","—","—","—","—"
281,"Rodamiento 608-2RS (línea 2, Y=-114.3, motriz)",1,MÓVIL,COMPRADA,"ISO 15 / DIN 625-1 — rodamiento rígido de bolas 608-2RS (8 × 22 × 7)",—,"clase de tolerancia normal (ISO 492 P0); 2RS = dos tapas de goma","—","—","—","—"
282,"Rodamiento 608-2RS (línea 3, Y=-38.1, libre)",1,MÓVIL,COMPRADA,"ISO 15 / DIN 625-1 — rodamiento rígido de bolas 608-2RS (8 × 22 × 7)",—,"clase de tolerancia normal (ISO 492 P0); 2RS = dos tapas de goma","—","—","—","—"
283,"Rodamiento 608-2RS (línea 3, Y=-38.1, motriz)",1,MÓVIL,COMPRADA,"ISO 15 / DIN 625-1 — rodamiento rígido de bolas 608-2RS (8 × 22 × 7)",—,"clase de tolerancia normal (ISO 492 P0); 2RS = dos tapas de goma","—","—","—","—"
284,"Rodamiento 608-2RS (línea 4, Y=38.1, libre)",1,MÓVIL,COMPRADA,"ISO 15 / DIN 625-1 — rodamiento rígido de bolas 608-2RS (8 × 22 × 7)",—,"clase de tolerancia normal (ISO 492 P0); 2RS = dos tapas de goma","—","—","—","—"
285,"Rodamiento 608-2RS (línea 4, Y=38.1, motriz)",1,MÓVIL,COMPRADA,"ISO 15 / DIN 625-1 — rodamiento rígido de bolas 608-2RS (8 × 22 × 7)",—,"clase de tolerancia normal (ISO 492 P0); 2RS = dos tapas de goma","—","—","—","—"
286,"Rodamiento 608-2RS (línea 5, Y=114.3, libre)",1,MÓVIL,COMPRADA,"ISO 15 / DIN 625-1 — rodamiento rígido de bolas 608-2RS (8 × 22 × 7)",—,"clase de tolerancia normal (ISO 492 P0); 2RS = dos tapas de goma","—","—","—","—"
287,"Rodamiento 608-2RS (línea 5, Y=114.3, motriz)",1,MÓVIL,COMPRADA,"ISO 15 / DIN 625-1 — rodamiento rígido de bolas 608-2RS (8 × 22 × 7)",—,"clase de tolerancia normal (ISO 492 P0); 2RS = dos tapas de goma","—","—","—","—"
288,"Rodamiento 608-2RS (línea 6, Y=190.5, libre)",1,MÓVIL,COMPRADA,"ISO 15 / DIN 625-1 — rodamiento rígido de bolas 608-2RS (8 × 22 × 7)",—,"clase de tolerancia normal (ISO 492 P0); 2RS = dos tapas de goma","—","—","—","—"
289,"Rodamiento 608-2RS (línea 6, Y=190.5, motriz)",1,MÓVIL,COMPRADA,"ISO 15 / DIN 625-1 — rodamiento rígido de bolas 608-2RS (8 × 22 × 7)",—,"clase de tolerancia normal (ISO 492 P0); 2RS = dos tapas de goma","—","—","—","—"
290,"Rodamiento R10-2RS (Y=-144.5, exterior)",1,MÓVIL,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R10-2RS (5/8"" × 1-3/8"" × 5/16"")",—,"ABEC-1 (ABMA Std. 20); 2RS = dos tapas de goma","—","—","—","—"
291,"Rodamiento R10-2RS (Y=-144.5, interior)",1,MÓVIL,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R10-2RS (5/8"" × 1-3/8"" × 5/16"")",—,"ABEC-1 (ABMA Std. 20); 2RS = dos tapas de goma","—","—","—","—"
292,"Rodamiento R10-2RS (Y=-152.4, exterior)",1,MÓVIL,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R10-2RS (5/8"" × 1-3/8"" × 5/16"")",—,"ABEC-1 (ABMA Std. 20); 2RS = dos tapas de goma","—","—","—","—"
293,"Rodamiento R10-2RS (Y=-152.4, interior)",1,MÓVIL,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R10-2RS (5/8"" × 1-3/8"" × 5/16"")",—,"ABEC-1 (ABMA Std. 20); 2RS = dos tapas de goma","—","—","—","—"
294,"Rodamiento R10-2RS (Y=-76.2, exterior)",1,MÓVIL,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R10-2RS (5/8"" × 1-3/8"" × 5/16"")",—,"ABEC-1 (ABMA Std. 20); 2RS = dos tapas de goma","—","—","—","—"
295,"Rodamiento R10-2RS (Y=-76.2, interior)",1,MÓVIL,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R10-2RS (5/8"" × 1-3/8"" × 5/16"")",—,"ABEC-1 (ABMA Std. 20); 2RS = dos tapas de goma","—","—","—","—"
296,"Rodamiento R10-2RS (Y=144.5, exterior)",1,MÓVIL,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R10-2RS (5/8"" × 1-3/8"" × 5/16"")",—,"ABEC-1 (ABMA Std. 20); 2RS = dos tapas de goma","—","—","—","—"
297,"Rodamiento R10-2RS (Y=144.5, interior)",1,MÓVIL,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R10-2RS (5/8"" × 1-3/8"" × 5/16"")",—,"ABEC-1 (ABMA Std. 20); 2RS = dos tapas de goma","—","—","—","—"
298,"Rodamiento R10-2RS (Y=152.4, exterior)",1,MÓVIL,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R10-2RS (5/8"" × 1-3/8"" × 5/16"")",—,"ABEC-1 (ABMA Std. 20); 2RS = dos tapas de goma","—","—","—","—"
299,"Rodamiento R10-2RS (Y=152.4, interior)",1,MÓVIL,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R10-2RS (5/8"" × 1-3/8"" × 5/16"")",—,"ABEC-1 (ABMA Std. 20); 2RS = dos tapas de goma","—","—","—","—"
300,"Rodamiento R10-2RS (Y=76.2, exterior)",1,MÓVIL,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R10-2RS (5/8"" × 1-3/8"" × 5/16"")",—,"ABEC-1 (ABMA Std. 20); 2RS = dos tapas de goma","—","—","—","—"
301,"Rodamiento R10-2RS (Y=76.2, interior)",1,MÓVIL,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R10-2RS (5/8"" × 1-3/8"" × 5/16"")",—,"ABEC-1 (ABMA Std. 20); 2RS = dos tapas de goma","—","—","—","—"
302,"Rodamiento R8-2RS ABEC-1 rodillo de retorno (+Y)",1,FIJO,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R8-2RS (1/2"" × 1-1/8"" × 5/16"")",—,"ABEC-1, la clase que especifica el manual del equipo para este rodillo","—","—","—","—"
303,"Rodamiento R8-2RS ABEC-1 rodillo de retorno (−Y)",1,FIJO,COMPRADA,"ABMA — rodamiento rígido de bolas serie R en pulgadas, R8-2RS (1/2"" × 1-1/8"" × 5/16"")",—,"ABEC-1, la clase que especifica el manual del equipo para este rodillo","—","—","—","—"
304,"Tornillo SHCS M12 × 30 de la horquilla",4,MÓVIL,COMPRADA,"ISO 4762 (DIN 912) — tornillo de cabeza cilíndrica con hexágono interior M12",—,"clase de resistencia 12.9 (ISO 898-1)","—","—","—","pavonado"
305,"Tuerca hex 1/4-20 soporte de válvula",2,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 1/4-20 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
306,"Tuerca hex 3/8-16 · Canal base -Y X32",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
307,"Tuerca hex 3/8-16 · Canal base -Y X95",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
308,"Tuerca hex 3/8-16 · Canal base +Y X32",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
309,"Tuerca hex 3/8-16 · Canal base +Y X95",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
310,"Tuerca hex 3/8-16 · Guarda Y-150 Z196",1,MÓVIL,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
311,"Tuerca hex 3/8-16 · Guarda Y-150 Z284",1,MÓVIL,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
312,"Tuerca hex 3/8-16 · Guarda Y150 Z196",1,MÓVIL,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
313,"Tuerca hex 3/8-16 · Guarda Y150 Z284",1,MÓVIL,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
314,"Tuerca hex 3/8-16 · Ménsula jack inf -Y X115.75 Z100",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
315,"Tuerca hex 3/8-16 · Ménsula jack inf -Y X115.75 Z118",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
316,"Tuerca hex 3/8-16 · Ménsula jack inf -Y X347.25 Z100",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
317,"Tuerca hex 3/8-16 · Ménsula jack inf -Y X347.25 Z118",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
318,"Tuerca hex 3/8-16 · Ménsula jack inf +Y X115.75 Z100",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
319,"Tuerca hex 3/8-16 · Ménsula jack inf +Y X115.75 Z118",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
320,"Tuerca hex 3/8-16 · Ménsula jack inf +Y X347.25 Z100",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
321,"Tuerca hex 3/8-16 · Ménsula jack inf +Y X347.25 Z118",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
322,"Tuerca hex 3/8-16 · Ménsula jack sup -Y X145.75",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
323,"Tuerca hex 3/8-16 · Ménsula jack sup -Y X317.25",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
324,"Tuerca hex 3/8-16 · Ménsula jack sup -Y X377.25",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
325,"Tuerca hex 3/8-16 · Ménsula jack sup -Y X85.75",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
326,"Tuerca hex 3/8-16 · Ménsula jack sup +Y X145.75",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
327,"Tuerca hex 3/8-16 · Ménsula jack sup +Y X317.25",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
328,"Tuerca hex 3/8-16 · Ménsula jack sup +Y X377.25",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
329,"Tuerca hex 3/8-16 · Ménsula jack sup +Y X85.75",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
330,"Tuerca hex 3/8-16 · Side channel -Y X231.5",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
331,"Tuerca hex 3/8-16 · Side channel -Y X403",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
332,"Tuerca hex 3/8-16 · Side channel -Y X60",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
333,"Tuerca hex 3/8-16 · Side channel +Y X231.5",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
334,"Tuerca hex 3/8-16 · Side channel +Y X403",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
335,"Tuerca hex 3/8-16 · Side channel +Y X60",1,FIJO,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
336,"Tuerca hex 3/8-16 · Spacer plate libre Y-170",1,MÓVIL,COMPRADA,"ASME B18.2.2 — tuerca hexagonal 3/8-16 UNC-2B",—,"SAE J995 grado 5","—","—","—","zincado electrolítico ASTM F1941 Fe/Zn 5AN"
